Year,Player,Pos,Height,WT,Age,Teams,GP,YOS,Pre-Draft Team,Draft Status,Nationality
2015,Dorell Wright,F,81,205,29,POR,48,10,Leuzinger High School (California),2004 Rnd 1 Pick 19,United States
2014,Ray Allen,SG,77,205,38,MIA,73,17,Connecticut,1996 Rnd 1 Pick 5,United States
2014,Hilton Armstrong,C,83,235,29,GSW,15,5,Connecticut,2006 Rnd 1 Pick 12,United States
2014,Gustavo Ayon,C,82,250,28,ATL,26,2,,"2007 NBA Draft, Undrafted",Mexico
2014,Chris Babb,G,77,225,24,BOS,14,0,Iowa State,"2013 NBA Draft, Undrafted",United States
2014,Shane Battier,F,80,220,35,MIA,73,12,Duke,2001 Rnd 1 Pick 6,United States
2014,Andris Biedrins,C,84,250,27,UTA,6,9,BK Skonto Riga  (Latvia),2004 Rnd 1 Pick 11,Latvia
2014,Chauncey Billups,G,75,210,37,DET,19,16,Colorado,1997 Rnd 1 Pick 3,United States
2014,Andray Blatche,PF,83,260,27,BRK,73,8,South Kent School (Connecticut),2005 Rnd 2 Pick 19,United StatesPhilippines
2014,Keith Bogans,GF,77,215,33,BOS,6,10,Kentucky,2003 Rnd 2 Pick 14,United States
2014,Ronnie Brewer,GF,79,235,28,"CHI, HOU",24,7,Arkansas,2006 Rnd 1 Pick 14,United States
2014,Andrew Bynum,C,84,285,26,"CLE, IND",26,8,St. Joseph High School (New Jersey),2005 Rnd 1 Pick 10,United States
2014,Josh Childress,SF,80,210,30,NOP,4,7,Stanford,2004 Rnd 1 Pick 6,United States
2014,Dionte Christmas,SG,77,205,27,PHX,31,0,Temple,"2009 NBA Draft, Undrafted",United States
2014,Jason Collins,C,84,255,35,BRK,22,12,Stanford,2001 Rnd 1 Pick 18,United States
2014,Nando De Colo,G,77,195,26,"SAN, TOR",47,1,Cholet Basket (France),2009 Rnd 2 Pick 23,France
2014,Shane Edwards,F,79,220,26,CLE,2,0,Little Rock,"2009 NBA Draft, Undrafted",United States
2014,Melvin Ely,FC,82,261,35,NOP,2,8,Fresno State,2002 Rnd 1 Pick 12,United States
2014,Vitor Faverani,FC,83,260,25,BOS,37,0,Unicaja (Spain),"2009 NBA Draft, Undrafted",Brazil
2014,Carrick Felix,SF,78,200,23,CLE,7,0,Arizona State,2013 Rnd 2 Pick 3,United States
2014,Derek Fisher,G,73,210,39,OKC,81,17,Little Rock,1996 Rnd 1 Pick 24,United States
2014,Diante Garrett,SG,76,190,25,UTA,71,1,Iowa State,"2011 NBA Draft, Undrafted",United States
2014,Ryan Gomes,F,79,245,31,OKC,5,7,Providence,2005 Rnd 2 Pick 20,United States
2014,Aaron Gray,C,84,270,29,"SAC, TOR",37,6,Pittsburgh,2007 Rnd 2 Pick 19,United States
2014,Josh Harrellson,F,82,275,25,DET,32,2,Kentucky,2011 Rnd 2 Pick 15,United States
2014,Al Harrington,F,81,245,34,WAS,34,15,St. Patrick High School (New Jersey),1998 Rnd 1 Pick 25,United States
2014,Elias Harris,SF,80,239,24,LAL,2,0,Gonzaga,"2013 NBA Draft, Undrafted",Germany
2014,Mike Harris,F,78,242,30,UTA,20,3,Rice,"2005 NBA Draft, Undrafted",United States
2014,Royal Ivey,G,76,215,32,OKC,2,9,Texas,2004 Rnd 2 Pick 8,United States
2014,Stephen Jackson,GF,80,220,35,LAC,9,16,Butler CC,1997 Rnd 2 Pick 14,United States
2014,Damion James,SF,79,225,26,SAS,5,3,Texas,2010 Rnd 1 Pick 24,United States
2014,Antawn Jamison,F,81,235,37,LAC,22,15,North Carolina,1998 Rnd 1 Pick 4,United States
2014,Othyus Jeffers,GF,77,210,28,"MIN, SAN",6,2,Robert Morris,"2008 NBA Draft, Undrafted",United States
2014,Darius Johnson-Odom,SG,74,220,24,PHI,3,1,Marquette,2012 Rnd 2 Pick 25,United States
2014,Solomon Jones,C,82,230,29,ORL,11,7,South Florida,2006 Rnd 2 Pick 3,United States
2014,Viacheslav Kravtsov,C,83,254,26,PHX,20,1,BC Kyiv (Ukraine),"2009 NBA Draft, Undrafted",Ukraine
2014,Doron Lamb,SG,76,210,22,ORL,53,1,Kentucky,2012 Rnd 2 Pick 12,United States
2014,Rashard Lewis,F,82,235,34,MIA,60,15,Alief Elsik High School (Texas),1998 Rnd 2 Pick 3,United States
2014,Roger Mason,SG,77,205,33,MIA,25,10,Virginia,2002 Rnd 2 Pick 2,United States
2014,Eric Maynor,G,75,175,26,"PHL, WAS",31,4,VCU,2009 Rnd 1 Pick 20,United States
2014,Tony Mitchell,F,81,240,21,DET,21,0,North Texas,2013 Rnd 2 Pick 7,United States
2014,Arnett Moultrie,PF,83,250,23,PHI,12,1,Mississippi State,2012 Rnd 1 Pick 27,United States
2014,Byron Mullens,C,84,270,25,"LAC, PHL",45,4,Ohio State,2009 Rnd 1 Pick 24,United States
2014,Erik Murphy,FC,82,240,23,CHI,24,0,Florida,2013 Rnd 2 Pick 19,United StatesFinland
2014,Steve Nash,G,75,178,40,LAL,15,17,Santa Clara,1996 Rnd 1 Pick 15,CanadaSouth Africa
2014,Hamady Ndiaye,C,84,235,27,SAC,14,2,Rutgers,2010 Rnd 2 Pick 26,Senegal
2014,Nemanja Nedovic,SG,75,192,22,GSW,24,0,Lietuvos Rytas (Lithuania),2013 Rnd 1 Pick 30,Serbia
2014,Jermaine O'Neal,FC,83,235,35,GSW,44,17,Eau Claire High School (South Carolina),1996 Rnd 1 Pick 17,United States
2014,Greg Oden,C,84,273,26,MIA,23,5,Ohio State,2007 Rnd 1 Pick 1,United States
2014,Daniel Orton,PF,82,255,23,PHI,22,3,Kentucky,2010 Rnd 1 Pick 29,United States
2014,Travis Outlaw,F,81,207,29,SAC,63,10,Starkville High School (Mississippi),2003 Rnd 1 Pick 23,United States
2014,Dexter Pittman,C,83,285,25,ATL,2,3,Texas,2010 Rnd 2 Pick 2,United States
2014,Josh Powell,FC,81,225,31,HOU,1,7,NC State,"2003 NBA Draft, Undrafted",United States
2014,Anthony Randolph,PF,83,225,24,DEN,43,5,LSU,2008 Rnd 1 Pick 14,United StatesSlovenia
2014,Mustafa Shakur,SG,75,190,29,OKC,3,3,Arizona,"2007 NBA Draft, Undrafted",United States
2014,Tornike Shengelia,PF,81,220,22,"BRK, CHI",26,1,Proximus Spirou Charleroi (Belgium),2012 Rnd 2 Pick 24,Georgia
2014,Chris Singleton,FC,80,228,24,WAS,25,2,Florida State,2011 Rnd 1 Pick 18,United States
2014,Peyton Siva,PG,72,185,23,DET,24,0,Louisville,2013 Rnd 2 Pick 26,United States
2014,Chris Smith,G,74,195,26,NYK,2,0,Louisville,"2012 NBA Draft, Undrafted",United States
2014,James Southerland,F,80,221,23,"CHA, NOP",4,0,Syracuse,"2013 NBA Draft, Undrafted",United States
2014,Tyshawn Taylor,G,75,185,23,BRK,23,1,Kansas,2012 Rnd 2 Pick 11,United StatesVietnam
2014,Hasheem Thabeet,C,87,267,27,OKC,23,4,Connecticut,2009 Rnd 1 Pick 2,Tanzania
2014,Adonis Thomas,PF,78,235,20,"ORL, PHL",6,0,Memphis,"2013 NBA Draft, Undrafted",United States
2014,Jamaal Tinsley,PG,75,188,36,UTA,8,11,Iowa State,2001 Rnd 1 Pick 27,United States
2014,Jeremy Tyler,PF,83,250,22,NYK,41,2,Tokyo Apache (Japan),2011 Rnd 2 Pick 9,United States
2014,Jarvis Varnado,FC,81,230,25,"CHI, PHL",24,1,Mississippi State,2010 Rnd 2 Pick 11,United States
2014,Jan Vesely,PF,83,240,23,"DEN, WAS",54,2,KK Partizan (Serbia),2011 Rnd 1 Pick 6,Czech Republic
2014,Casper Ware,G,70,175,24,PHI,9,0,Long Beach State,"2012 NBA Draft, Undrafted",United States
2014,Earl Watson,PG,73,199,34,POR,24,12,UCLA,2001 Rnd 2 Pick 11,United States
2014,Maalik Wayns,PG,74,185,22,LAC,2,1,Villanova,"2012 NBA Draft, Undrafted",United StatesBelarus
2014,D.J. White,PF,81,250,27,CHA,2,5,Indiana,2008 Rnd 1 Pick 29,United States
2014,Royce White,PF,80,268,22,SAC,3,1,Iowa State,2012 Rnd 1 Pick 16,United States
2014,Chris Wright,F,80,225,25,MIL,8,1,Dayton,"2011 NBA Draft, Undrafted",United States
2013,Josh Akognon,PG,71,175,27,DAL,3,0,Cal State Fullerton,"2009 NBA Draft, Undrafted",United StatesNigeria
2013,Rodrigue Beaubois,G,73,183,25,DAL,45,3,Cholet Basket (France),2009 Rnd 1 Pick 25,France
2013,Kwame Brown,C,83,290,30,PHI,22,11,Glynn Academy (Georgia),2001 Rnd 1 Pick 1,United States
2013,Marcus Camby,C,83,240,38,NYK,24,16,Massachusetts,1996 Rnd 1 Pick 2,United States
2013,Matt Carroll,GF,78,212,32,CHA,1,9,Notre Dame,"2003 NBA Draft, Undrafted",United States
2013,Will Conroy,G,74,195,30,MIN,4,2,Washington,"2005 NBA Draft, Undrafted",United States
2013,Daequan Cook,G,77,205,25,"CHI, HOU",49,5,Ohio State,2007 Rnd 1 Pick 21,United States
2013,Eddy Curry,C,84,295,30,DAL,2,11,Thornwood High School (Illinois),2001 Rnd 1 Pick 4,United States
2013,Marquis Daniels,SF,78,200,32,MIL,59,9,Auburn,"2003 NBA Draft, Undrafted",United States
2013,Carlos Delfino,SG,78,230,30,HOU,67,7,Fortituto Kontatto Bologna (Italy),2003 Rnd 1 Pick 25,Argentina
2013,Justin Dentmon,PG,72,185,27,DAL,2,1,Washington,"2009 NBA Draft, Undrafted",United States
2013,DeSagana Diop,C,84,280,31,CHA,22,11,Oak Hill Academy (Virginia),2001 Rnd 1 Pick 8,Senegal
2013,Keyon Dooling,G,75,196,32,MEM,7,12,Missouri,2000 Rnd 1 Pick 10,United States
2013,Chris Duhon,G,73,190,30,LAL,46,8,Duke,2004 Rnd 2 Pick 9,United States
2013,Devin Ebanks,F,81,215,23,LAL,19,2,West Virginia,2010 Rnd 2 Pick 13,United StatesGreece
2013,Kim English,SG,78,200,24,DET,41,0,Missouri,2012 Rnd 2 Pick 14,United States
2013,Mickael Gelabale,F,79,215,29,MIN,36,2,Real Madrid (Spain),2005 Rnd 2 Pick 18,France
2013,Daniel Gibson,G,74,200,27,CLE,46,6,Texas,2006 Rnd 2 Pick 12,United States
2013,Hamed Haddadi,C,86,265,27,"MEM, PHX",30,4,Saba Mehr Qazvin BC (Iran),"2004 NBA Draft, Undrafted",Iran
2013,Richard Hamilton,SG,79,193,35,CHI,50,13,Connecticut,1999 Rnd 1 Pick 7,United States
2013,Ben Hansbrough,G,75,203,25,IND,28,0,Notre Dame,"2011 NBA Draft, Undrafted",United States
2013,Terrel Harris,SF,77,190,25,"MIA, NOP",20,1,Oklahoma State,"2009 NBA Draft, Undrafted",United States
2013,Lazar Hayward,F,78,225,26,MIN,4,2,Marquette,2010 Rnd 1 Pick 30,United States
2013,Cory Higgins,G,77,181,23,CHA,6,1,Colorado,"2011 NBA Draft, Undrafted",United States
2013,Grant Hill,SF,80,225,40,LAC,29,18,Duke,1994 Rnd 1 Pick 3,United States
2013,Tyler Honeycutt,F,80,190,22,SAC,9,1,UCLA,2011 Rnd 2 Pick 5,United States
2013,Josh Howard,GF,79,210,32,MIN,11,9,Wake Forest,2003 Rnd 1 Pick 29,United States
2013,Juwan Howard,PF,81,240,40,MIA,7,18,Michigan,1994 Rnd 1 Pick 5,United States
2013,Jared Jeffries,PF,83,240,31,POR,38,10,Indiana,2002 Rnd 1 Pick 11,United States
2013,Charles Jenkins,G,75,215,24,"GOS, PHL",59,1,Hofstra,2011 Rnd 2 Pick 14,United States
2013,Ivan Johnson,PF,80,255,28,ATL,69,1,Cal State San Bernardino,"2007 NBA Draft, Undrafted",United States
2013,DeQuan Jones,SF,80,221,22,ORL,63,0,Miami (FL),"2012 NBA Draft, Undrafted",United States
2013,Dominique Jones,G,76,215,24,DAL,29,2,South Florida,2010 Rnd 1 Pick 25,United States
2013,Kevin Jones,PF,80,260,23,CLE,32,0,West Virginia,"2012 NBA Draft, Undrafted",United States
2013,Kris Joseph,SF,79,210,24,"BOS, BRK",10,0,Syracuse,2012 Rnd 2 Pick 21,CanadaTrinidad and Tobago
2013,Jason Kidd,PG,76,210,39,NYK,76,18,California,1994 Rnd 1 Pick 2,United States
2013,Linas Kleiza,F,80,234,28,TOR,20,6,Missouri,2005 Rnd 1 Pick 27,Lithuania
2013,Corey Maggette,GF,78,225,33,DET,18,13,Duke,1999 Rnd 1 Pick 13,United States
2013,Dominic McGuire,F,81,235,27,"IND, NOP, TOR",26,5,Fresno State,2007 Rnd 2 Pick 17,United States
2013,Fab Melo,C,84,255,22,BOS,6,0,Syracuse,2012 Rnd 1 Pick 22,Brazil
2013,Darko Milicic,FC,84,275,27,BOS,1,9,KK Vrsac Swisslion (Serbia),2003 Rnd 1 Pick 2,Serbia
2013,Kevin Murphy,GF,77,185,22,UTA,17,0,Tennessee Tech,2012 Rnd 2 Pick 17,United States
2013,Troy Murphy,FC,83,245,32,DAL,14,11,Notre Dame,2001 Rnd 1 Pick 14,United States
2013,Lamar Odom,PF,82,230,33,LAC,82,13,Rhode Island,1999 Rnd 1 Pick 4,United States
2013,Tim Ohlbrecht,FC,82,260,24,HOU,3,0,Telekom Baskets Bonn (Germany),"2010 NBA Draft, Undrafted",Germany
2013,Sasha Pavlovic,GF,79,235,29,POR,39,9,Buducnost (Montenegro),2003 Rnd 1 Pick 19,Serbia
2013,Johan Petro,C,84,247,27,ATL,31,7,Pau-Orthez (France),2005 Rnd 1 Pick 25,France
2013,Mickael Pietrus,GF,78,215,31,TOR,19,9,Pau-Orthez (France),2003 Rnd 1 Pick 11,France
2013,Joel Przybilla,C,85,245,33,MIL,12,12,Minnesota,2000 Rnd 1 Pick 9,United States
2013,Chris Quinn,G,74,175,29,CLE,7,5,Notre Dame,"2006 NBA Draft, Undrafted",United States
2013,Vladimir Radmanovic,PF,82,235,32,CHI,25,11,KK FMP (Serbia),2001 Rnd 1 Pick 12,Serbia
2013,Quentin Richardson,GF,78,223,32,NYK,1,12,DePaul,2000 Rnd 1 Pick 18,United States
2013,Brandon Roy,G,78,211,28,MIN,5,5,Washington,2006 Rnd 1 Pick 6,United States
2013,Samardo Samuels,FC,81,260,24,CLE,18,2,Louisville,"2010 NBA Draft, Undrafted",Jamaica
2013,Josh Selby,G,74,195,21,MEM,10,1,Kansas,2011 Rnd 2 Pick 19,United States
2013,Nolan Smith,G,74,190,24,POR,40,1,Duke,2011 Rnd 1 Pick 21,United States
2013,Jerry Stackhouse,SF,78,218,38,BRK,37,17,North Carolina,1995 Rnd 1 Pick 3,United States
2013,DeShawn Stevenson,SG,77,218,31,ATL,56,12,Washington Union High School (California),2000 Rnd 1 Pick 23,United States
2013,DaJuan Summers,PF,80,230,25,LAC,2,3,Georgetown,2009 Rnd 2 Pick 5,United States
2013,Kurt Thomas,FC,81,240,40,NYK,39,17,Texas Christian,1995 Rnd 1 Pick 10,United States
2013,Rasheed Wallace,FC,83,230,38,NYK,21,15,North Carolina,1995 Rnd 1 Pick 4,United States
2013,Luke Walton,F,80,235,32,CLE,50,9,Arizona,2003 Rnd 2 Pick 3,United States
2013,Hakim Warrick,F,81,219,30,"CHA, NOP",28,7,Syracuse,2005 Rnd 1 Pick 19,United States
2013,James White,SF,79,215,30,NYK,57,2,Cincinnati,2006 Rnd 2 Pick 1,United States
2013,Chris Wilcox,FC,82,235,30,BOS,61,10,Maryland,2002 Rnd 1 Pick 8,United States
2013,Terrence Williams,GF,78,220,25,BOS,24,3,Louisville,2009 Rnd 1 Pick 11,United States
2013,Sam Young,F,78,225,27,IND,56,3,Pittsburgh,2009 Rnd 2 Pick 6,United StatesLebanon
2013,Luke Zeller,C,83,245,25,PHX,16,0,Notre Dame,"2009 NBA Draft, Undrafted",United States
2012,Blake Ahearn,G,75,190,27,UTA,4,2,Missouri State,"2007 NBA Draft, Undrafted",United States
2012,Solomon Alabi,C,85,250,23,TOR,14,1,Florida State,2010 Rnd 2 Pick 20,Nigeria
2012,Morris Almond,GF,78,220,27,WAS,4,2,Rice,2007 Rnd 1 Pick 25,United States
2012,Gilbert Arenas,G,75,191,30,MEM,17,10,Arizona,2001 Rnd 2 Pick 2,United States
2012,Kelenna Azubuike,F-G,77,220,28,DAL,3,5,Kentucky,"2005 NBA Draft, Undrafted",EnglandNigeria
2012,Renaldo Balkman,F,80,208,27,NYK,14,5,South Carolina,2006 Rnd 1 Pick 20,United StatesPuerto Rico
2012,Tony Battie,PF,83,230,36,PHI,27,14,Texas Tech,1997 Rnd 1 Pick 5,United States
2012,Raja Bell,SG,77,204,35,UTA,34,12,Florida International,"1999 NBA Draft, Undrafted",United States
2012,Keith Benson,C,83,240,23,GSW,3,0,Oakland,2011 Rnd 2 Pick 18,United States
2012,Mike Bibby,G,74,195,33,NYK,39,13,Arizona,1998 Rnd 1 Pick 2,United States
2012,Earl Boykins,G,65,135,35,HOU,8,12,Eastern Michigan,"1998 NBA Draft, Undrafted",United States
2012,Craig Brackins,F,82,230,24,PHI,14,1,Iowa State,2010 Rnd 1 Pick 21,United States
2012,Jon Brockman,PF,79,255,24,MIL,35,2,Washington,2009 Rnd 2 Pick 8,United States
2012,Derrick Brown,F,79,225,24,CHA,65,2,Xavier,2009 Rnd 2 Pick 10,United States
2012,Derrick Byars,SF,79,220,27,SAS,2,1,Vanderbilt,2007 Rnd 2 Pick 12,United States
2012,Brian Cardinal,PF,80,245,34,DAL,44,11,Purdue,2000 Rnd 2 Pick 15,United States
2012,Anthony Carter,PG,73,190,36,TOR,24,13,Hawaii,"1998 NBA Draft, Undrafted",United States
2012,Brian Cook,PF,81,234,31,"LAC, WAS",32,8,Illinois,2003 Rnd 1 Pick 24,United States
2012,Erick Dampier,C,83,265,36,ATL,15,15,Mississippi State,1996 Rnd 1 Pick 10,United States
2012,Baron Davis,G,75,215,32,NYK,29,12,UCLA,1999 Rnd 1 Pick 3,United States
2012,Josh Davis,F,80,235,31,MEM,15,3,Wyoming,"2002 NBA Draft, Undrafted",United States
2012,Eric Dawson,F,81,255,27,SAS,4,0,Midwestern State,"2007 NBA Draft, Undrafted",United States
2012,Ike Diogu,PF,80,255,28,SAS,2,6,Arizona State,2005 Rnd 1 Pick 9,United StatesNigeria
2012,Jerome Dyson,G,75,180,24,NOP,9,0,Connecticut,"2010 NBA Draft, Undrafted",United States
2012,Francisco Elson,C-F,84,235,36,PHI,5,8,California,1999 Rnd 2 Pick 12,NetherlandsSouth Sudan
2012,Andre Emmett,GF,77,224,29,NJN,6,1,Texas Tech,2004 Rnd 2 Pick 6,United States
2012,Semih Erden,C,84,240,25,CLE,28,1,Fenerbahce Ulker (Turkey),2008 Rnd 2 Pick 30,Turkey
2012,Maurice Evans,G-F,77,220,33,WAS,24,9,Texas,"2001 NBA Draft, Undrafted",United States
2012,Christian Eyenga,GF,79,210,22,"CLE, LAL",7,1,CB Prat (Spain),2009 Rnd 1 Pick 30,Democratic Republic of the Congo
2012,Rudy Fernandez,SG,78,185,26,DEN,31,3,Joventut Badalona (Spain),2007 Rnd 1 Pick 24,Spain
2012,Kyrylo Fesenko,C,85,280,25,IND,3,4,BK Cherkassy (Ukraine),2007 Rnd 2 Pick 8,Ukraine
2012,Jonny Flynn,PG,70,196,23,"HOU, POR",29,2,Syracuse,2009 Rnd 1 Pick 6,United States
2012,Jeff Foote,C,84,265,24,NOP,4,0,Cornell,"2010 NBA Draft, Undrafted",United States
2012,Gary Forbes,F,79,220,27,TOR,48,1,Massachusetts,"2008 NBA Draft, Undrafted",Panama
2012,T.J. Ford,PG,72,165,28,SAS,14,8,Texas,2003 Rnd 1 Pick 8,United States
2012,Courtney Fortson,G,71,185,23,"HOU, LAC",10,0,Arkansas,"2010 NBA Draft, Undrafted",United States
2012,Jeff Foster,C,83,236,35,IND,11,12,Texas State,1999 Rnd 1 Pick 21,United States
2012,Dan Gadzuric,FC,83,240,34,NYK,2,9,UCLA,2002 Rnd 2 Pick 5,NetherlandsUnited States
2012,Sundiata Gaines,G,73,195,25,NJN,57,2,Georgia,"2008 NBA Draft, Undrafted",United States
2012,Mickell Gladness,C,83,220,25,"GOS, MIA",26,0,Alabama A&M,"2008 NBA Draft, Undrafted",United States
2012,Donte Greene,F,83,226,24,SAC,53,3,Syracuse,2008 Rnd 1 Pick 28,United StatesGermany
2012,Luke Harangody,F,80,245,24,CLE,21,1,Notre Dame,2010 Rnd 2 Pick 22,United States
2012,Darington Hobson,GF,79,210,24,MIL,5,1,New Mexico,2010 Rnd 2 Pick 7,United States
2012,Dennis Horner,PF,81,230,24,NJN,8,0,NC State,"2010 NBA Draft, Undrafted",United States
2012,Larry Hughes,G,77,184,33,ORL,9,12,Saint Louis,1998 Rnd 1 Pick 8,United States
2012,Armon Johnson,G,74,195,23,"NJN, POR",9,1,Nevada,2010 Rnd 2 Pick 4,United States
2012,JaJuan Johnson,FC,82,220,23,BOS,36,0,Purdue,2011 Rnd 1 Pick 27,United StatesGermany
2012,Squeaky Johnson,G,70,180,29,NOP,15,0,UAB,"2006 NBA Draft, Undrafted",United States
2012,Trey Johnson,SF,77,215,27,NOP,11,2,Jackson State,"2007 NBA Draft, Undrafted",United StatesQatar
2012,Jason Kapono,SF,80,213,31,LAL,27,8,UCLA,2003 Rnd 2 Pick 2,United States
2012,D.J. Kennedy,GF,78,215,22,CLE,2,0,St. John's,"2011 NBA Draft, Undrafted",United States
2012,Travis Leslie,G,76,205,21,LAC,10,0,Georgia,2011 Rnd 2 Pick 17,United States
2012,Vernon Macklin,F,82,227,25,DET,23,0,Florida,2011 Rnd 2 Pick 22,United States
2012,Jamaal Magloire,C,83,259,33,TOR,34,11,Kentucky,2000 Rnd 1 Pick 19,Canada
2012,Tracy McGrady,GF,80,210,32,ATL,52,14,Mt. Zion Christian Academy (North Carolina),1997 Rnd 1 Pick 9,United States
2012,Brad Miller,C,84,261,35,MIN,15,13,Purdue,"1998 NBA Draft, Undrafted",United States
2012,Jamario Moon,F,80,205,31,CHA,8,4,Meridian,"2001 NBA Draft, Undrafted",United States
2012,Mikki Moore,F-C,83,225,36,GSW,7,13,Nebraska,"1997 NBA Draft, Undrafted",United States
2012,Eduardo Najera,F,80,235,35,CHA,22,11,Oklahoma,2000 Rnd 2 Pick 9,Mexico
2012,Andres Nocioni,F,79,225,32,PHI,11,7,Baskonia (Spain),"2001 NBA Draft, Undrafted",Argentina
2012,Mehmet Okur,FC,83,249,32,NJN,17,9,Anadolu Efes (Turkey),2001 Rnd 2 Pick 9,Turkey
2012,Larry Owens,SF,79,215,29,NJN,7,1,Oral Roberts,"2006 NBA Draft, Undrafted",United States
2012,Anthony Parker,GF,78,215,36,CLE,51,8,Bradley,1997 Rnd 1 Pick 21,United States
2012,Michael Redd,G,78,220,32,PHX,51,11,Ohio State,2000 Rnd 2 Pick 14,United States
2012,Ryan Reid,PF,80,235,25,OKC,5,0,Florida State,2010 Rnd 2 Pick 27,United States
2012,Walker Russell,PG,72,175,29,DET,28,0,Jacksonville State,"2006 NBA Draft, Undrafted",United States
2012,Brian Scalabrine,PF,81,241,33,CHI,28,10,USC,2001 Rnd 2 Pick 6,United States
2012,Bobby Simmons,F,78,235,31,LAC,28,10,DePaul,2001 Rnd 2 Pick 13,United States
2012,James Singleton,F,80,230,30,WAS,12,4,Murray State,"2003 NBA Draft, Undrafted",United States
2012,Brian Skinner,FC,81,255,35,MEM,1,13,Baylor,1998 Rnd 1 Pick 22,United States
2012,Craig Smith,PF,79,250,28,POR,47,5,Boston College,2006 Rnd 2 Pick 6,United States
2012,Jerry Smith,G,74,190,24,NJN,5,0,Louisville,"2010 NBA Draft, Undrafted",United States
2012,Trey Thompkins,PF,82,245,21,LAC,24,0,Georgia,2011 Rnd 2 Pick 7,United States
2012,Mychel Thompson,SF,78,211,23,CLE,5,0,Pepperdine,"2011 NBA Draft, Undrafted",United StatesBahamas
2012,Edwin Ubiles,GF,78,205,25,WAS,4,0,Siena,"2010 NBA Draft, Undrafted",United StatesPuerto Rico
2012,Ben Uzoh,SG,75,205,23,"CLE, TOR",18,1,Tulsa,"2010 NBA Draft, Undrafted",United StatesNigeria
2012,Von Wafer,GF,77,210,26,ORL,33,6,Florida State,2005 Rnd 2 Pick 9,United States
2012,Ben Wallace,FC,81,240,37,DET,62,15,Virginia Union,"1996 NBA Draft, Undrafted",United States
2012,Darryl Watkins,C,83,258,27,NOP,5,1,Syracuse,"2007 NBA Draft, Undrafted",United States
2012,Delonte West,G,75,180,28,DAL,44,7,Saint Joseph's,2004 Rnd 1 Pick 24,United States
2012,Jordan Williams,PF,82,260,21,NJN,43,0,Maryland,2011 Rnd 2 Pick 6,United States
2012,Sean Williams,C,82,235,25,"BOS, DAL",11,3,Boston College,2007 Rnd 1 Pick 17,United States
2012,Shelden Williams,PF,81,250,28,NJN,58,5,Duke,2006 Rnd 1 Pick 5,United States
2012,Jianlian Yi,F,84,250,24,DAL,30,4,Guangdong Dongguan (China),2007 Rnd 1 Pick 6,China
2011,Maurice Ager,F-G,77,202,27,MIN,4,3,Michigan State,2006 Rnd 1 Pick 28,United States
2011,Malik Allen,F,82,255,32,ORL,18,10,Villanova,"2000 NBA Draft, Undrafted",United States
2011,David Andersen,F,84,242,30,"NOP, TOR",40,1,Virtus Bologna (Italy),2002 Rnd 2 Pick 8,Australia
2011,Carlos Arroyo,PG,74,202,31,"BOS, MIA",64,8,Florida International,"2001 NBA Draft, Undrafted",Puerto RicoUnited States
2011,Marcus Banks,G,74,200,29,TOR,3,7,UNLV,2003 Rnd 1 Pick 13,United States
2011,Charlie Bell,G,75,200,31,GSW,19,6,Michigan State,"2001 NBA Draft, Undrafted",United States
2011,Derrick Caracter,F,81,276,22,LAL,41,0,UTEP,2010 Rnd 2 Pick 28,United States
2011,Rodney Carney,F,79,205,26,"GOS, MEM",27,4,Memphis,2006 Rnd 1 Pick 16,United States
2011,Jarron Collins,C,83,248,32,"LAC, POR",28,9,Stanford,2001 Rnd 2 Pick 24,United States
2011,Sherron Collins,PG,71,205,23,CHA,20,0,Kansas,"2010 NBA Draft, Undrafted",United States
2011,Marcus Cousin,C,83,255,24,UTA,4,0,Houston,"2009 NBA Draft, Undrafted",United States
2011,Antonio Daniels,G,76,195,35,PHI,4,12,Bowling Green,1997 Rnd 1 Pick 4,United States
2011,Zabian Dowdell,G,75,191,26,PHX,24,0,Virginia Tech,"2007 NBA Draft, Undrafted",United States
2011,Ronald Dupree,F,79,209,30,TOR,3,5,LSU,"2003 NBA Draft, Undrafted",United States
2011,Pat Ewing,F,80,237,26,NOP,7,0,Georgetown,2008 Rnd 2 Pick 13,United StatesJamaica
2011,Joey Graham,G,79,225,28,CLE,39,5,Oklahoma State,2005 Rnd 1 Pick 16,United States
2011,Stephen Graham,GF,78,215,28,NJN,59,5,Oklahoma State,"2005 NBA Draft, Undrafted",United States
2011,Orien Greene,G,77,218,29,NJN,3,3,Louisiana,2005 Rnd 2 Pick 23,United States
2011,Luther Head,G,75,185,28,SAC,36,5,Illinois,2005 Rnd 1 Pick 24,United States
2011,Eddie House,G,73,190,32,MIA,56,10,Arizona State,2000 Rnd 2 Pick 8,United States
2011,Zydrunas Ilgauskas,C,87,260,35,MIA,72,14,BC Aisciai-Atletas (Lithuania),1996 Rnd 1 Pick 20,Lithuania
2011,Darnell Jackson,F,80,241,25,SAC,59,2,Kansas,2008 Rnd 2 Pick 22,United States
2011,Pooh Jeter,G,71,176,27,SAC,62,0,Portland,"2006 NBA Draft, Undrafted",United StatesUkraine
2011,Nenad Krstic,C,82,255,27,"BOS, OKC",71,6,KK Partizan (Serbia),2002 Rnd 1 Pick 24,Serbia
2011,Acie Law,SG,75,202,26,"GOS, MEM",51,3,Texas A&M,2007 Rnd 1 Pick 11,United States
